event_id,project_id,mapping_status,mapping_method,source_type,source_file,briefing_date,publication_date,headline,primary_geography,geography_basis,event_direction,media_tone,mandate_class,capacity_reported_mtpa,capacity_additive,item_url,report_url,verification_status
2026-Q2#67,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,University of Regina brings carbon capture technology to Thailand's cement industry,,multi-country or global event; non-additive until adjudicated,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#68,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-25,"Chulalongkorn University, TCMA, and Canadian Partners collaborate on carbon capture technologies",,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#69,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Ambuja Cement partners with Leilac to advance carbon capture in India,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#70,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,TOYO signs MOU with SLB OneSubsea on subsea CCS collaboration,Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#71,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,NYK signs MOU with Hokkaido Electric Power for onboard CCS demonstration project,Japan,single event geography; entity not mapped,neutral,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#72,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,JBIC and PETRONAS hosts Malaysia-Japan CCS Dialogue to advance cross-border CCS collaboration,,multi-country or global event; non-additive until adjudicated,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#73,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"""K"" LINE participates in a consortium of CCUS hub study in Asia",,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#76,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Carbon Circle and Energnist sign a LoI to develop CO2 capture at a waste-to-energy facility in Esbjerg,Denmark,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#77,uk-hynet,matched,curated alias,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Bureau Veritas awarded contract as independent certifier for Liverpool Bay CO2 transportation and storage project (LBCCS),United Kingdom,canonical physical project location,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#78,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,New deal to advance CO2 storage for industry across England and South Wales,United Kingdom,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#79,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Microsoft signs seven-year CO2 storage deal with BioCirc,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#80,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"Aker Solutions, Vår Energi and KNCC sign MoU to advance the Trudvang CCS project in the North Sea",Norway,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#81,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Worley signs Owner's Engineering services agreement with Holcim for CCUS projects across Europe and the UK,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#85,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"RWE, Uniper, and ONYX Power sign Dutch Carbon Removal Pact along with CO2next, Gasunie, Deltalinqs, HES International B.V. and EBN",Netherlands,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#86,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,EMSTEEL and Gulf Cryo partner on integrated carbon value chain,United Arab Emirates,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#87,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,NESREA launches CCUS Technology and Innovation Platform,Nigeria,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#88,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,EBRD to support development of Egypt and Türkiye's CCUS enabling frameworks,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#90,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,"Votorantim Cimentos receives €119 million in funding to construct a CO2 capture plant in Bierzo, Spain",Spain,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#91,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Switzerland awards €41.7 million in federal funding to a Regionalwerke Baden AG's CCS initiative,Switzerland,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#92,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Croatian Hydrocarbon Agency receives €2.67 million from Croatian government to create a geological storage atlas and a pre-FEED study at the Bockovac site,Croatia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#94,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Eni CCUS Holding expands the financing sources for its platform of CCS projects,Italy,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#95,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,DOE selects four coal modernization projects evaluating CCUS,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#97,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,2026-05-01,California Energy Commission releases grant funding opportunity for pre-commercial DAC demonstration projects,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#98,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,DOE retains 59 CCS projects for continued review,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-Q2#99,,unmatched,,periodic_report,dashboard/data/quarterly/2026-Q2.jsonl,2026-06-30,,Public comments submitted for proposed CCS Energy Attribute Certificate (EAC),United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,,https://www.globalccsinstitute.com/resources/publications-reports-research/,report-level provenance
2026-07-01#01,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-30,Air Products cancels Ascension Parish CCS facility,United States,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.fox8live.com/2026/06/30/air-products-will-not-move-forward-with-ascension-parish-carbon-capture-facility/,,item-link
2026-07-01#02,eu-nzia-2030,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-30,EU NZIA Article 23 deadline takes effect,European Union,canonical physical project location,neutral,,legislated/regulatory mandate,50,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/526948/,,item-link
2026-07-01#03,id-tangguh-ucc,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-30,Singapore and Indonesia close to Article 6 implementation agreement,Indonesia,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/526975/,,item-link
2026-07-01#04,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-29,Spain awards €319m for cement decarbonisation under PERTE,Spain,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.gasworld.com/story/spain-awards-e119m-for-co2-capture-project-at-el-bierzo-cement-plant/2253286.article/,,item-link
2026-07-01#05,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-29,Deep Sky delivers North America's first certified DAC credits,Canada,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.prnewswire.com/news-releases/deep-sky-delivers-north-americas-first-certified-direct-air-capture-carbon-removal-credits-302812360.html,,item-link
2026-07-01#06,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-30,Nine national associations form European CCUS forum,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/nine-countries-join-ccsa-to-coordinate-ccus-policies-in-europe/,,item-link
2026-07-01#07,ca-varme-heartland,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-01,2026-06-29,Alberta TIER changes threaten Varme's $400m Heartland CCS facility,Canada,canonical physical project location,negative,,not-dated,0.185,no — evidence only; canonical capacity register controls totals,https://www.cbc.ca/news/canada/calgary/bakx-varme-edmonton-smith-carney-carbon-tax-tier-9.7247705,,item-link
2026-07-02#01,us-strategic-biofuels,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-02,2026-07-01,Strategic Biofuels secures final Class VI Permit to Construct in Louisiana,United States,canonical physical project location,positive,,not-dated,1,no — evidence only; canonical capacity register controls totals,https://www.businesswire.com/news/home/20260630121450/en/Strategic-Biofuels-Secures-Pivotal-Class-VI-Permit-Advancing-Louisianas-Next-Major-Clean-Energy-Project,,item-link
2026-07-02#02,us-bkv-east-texas,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-02,2026-06-30,BKV commissions two additional Texas carbon capture and sequestration facilities,United States,canonical physical project location,positive,,not-dated,0.12,no — evidence only; canonical capacity register controls totals,https://www.businesswire.com/news/home/20260630926298/en/BKV-Announces-Two-New-Carbon-Capture-and-Sequestration-Facilities-Now-Operational,,item-link
2026-07-02#03,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-02,2026-07-01,California SB 614 State Fire Marshal deadline for CO₂ pipeline safety regulations falls today,United States,single event geography; entity not mapped,positive,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://www.hunton.com/the-nickel-report/california-enacts-framework-for-lifting-moratorium-on-intrastate-carbon-dioxide-pipelines,,item-link
2026-07-02#04,ca-pathways,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-02,2026-06-30,Alberta submits West Coast pipeline proposal on 1 July deadline — Pathways CCS hub still mutually dependent,Canada,canonical physical project location,positive,,commercial deadline,6,no — evidence only; canonical capacity register controls totals,https://www.cbc.ca/news/canada/calgary/pipeline-proposal-major-projects-deadline-9.7251077,,item-link
2026-07-02#05,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-02,2026-06-30,Dutch direct ocean capture developer files for bankruptcy,Netherlands,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.sendeco2.com/es/noticias/2026/06/30/european-developer-files-for-bankruptcy-after-funding-efforts-fall-short-seeks-buyer-for-ocean-carbon-removal-technology,,item-link
2026-07-03#01,my-kasawari,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-03,2026-06-30,HELMS Geomarine awarded multi-year offshore soil-investigation contract for PETRONAS CCS developments,Malaysia,canonical physical project location,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.geplus.co.uk/news/contract-news/helms-awarded-offshore-soil-investigation-contract-for-petronas-ccs-business-30-06-2026/,,item-link
2026-07-03#02,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-03,2026-07-01,AFRY lands key engineering role on UK's first full-scale waste-to-energy CCS plant,United Kingdom,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.indianchemicalnews.com/ccus/afry-lands-key-engineering-role-in-uk-first-full-scale-waste-to-energy-carbon-capture-plant-30943,,item-link
2026-07-03#03,au-carbonnet,matched,curated alias,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-03,2026-07-01,Woodside completes operatorship transition of Gippsland Basin JV — adjacent to CarbonNet's Pelican and Kookaburra storage sites,Australia,canonical physical project location,positive,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,https://www.energynewsbulletin.net/operations/news-analysis/4533553/woodside-takes-reins-gippsland-basin,,item-link
2026-07-03#04,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-03,2026-07-02,Louisiana Illuminator: scrapped Air Products project 'could signal stiffer headwinds for CO₂ storage',United States,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://lailluminator.com/2026/07/02/scrapped-air-products-project/,,item-link
2026-07-06#01,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-06,2026-07-03,"ExxonMobil surrenders 850,000 acres of Gulf of Mexico federal CO₂-storage leases",United States,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/exxonmobil-surrenders-850000-acres-of-gulf-carbon-storage-leases/,,item-link
2026-07-06#02,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-06,2026-07-02,Ucaneo inaugurates Germany's largest direct air capture plant in Berlin,Germany,single event geography; entity not mapped,neutral,,not-dated,0.00015,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/ucaneo-opens-germanys-largest-dac-plant/,,item-link
2026-07-06#03,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-06,2026-07-02,Iowa regulators strip Dakotas conditions from Summit Carbon pipeline permit,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/iowa-regulators-strip-dakotas-from-summit-pipeline-order/,,item-link
2026-07-06#04,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-06,2026-06-29,ClassNK and Japan's NMRI launch liquefied-CO₂ cargo-tank corrosion study,Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://us.list-manage.com/Jabu9shYukQ,,item-link
2026-07-08#01,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-08,2026-07-06,CCSA EU Conference 2026: Europe's carbon capture debate moves from ambition to execution,European Union,single event geography; entity not mapped,neutral,neutral,not-dated,,no — evidence only; canonical capacity register controls totals,https://us.list-manage.com/YLq1IKEfVrE,,item-link
2026-07-08#02,,unmatched,,daily_news,dashboard/data/facts-backfill.jsonl,2026-07-08,2026-07-06,Rainbow updates BioCCS methodology to align with EU carbon-removal framework,European Union,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://us.list-manage.com/f3PtrcPXuxe,,item-link
2026-07-09#01,,unmatched,,daily_news,audit/2026-07-09-facts.json,2026-07-09,2026-07-08,Mantel and Aalborg CSP sign strategic supply agreement for modular molten-salt tank systems,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.manilatimes.net/2026/07/08/tmt-newswire/globenewswire/mantel-and-aalborg-csp-enter-strategic-supply-agreement-to-advance-modular-salt-tank-systems-for-carbon-capture-deployment/2380856,,item-link
2026-07-09#02,,unmatched,,daily_news,audit/2026-07-09-facts.json,2026-07-09,2026-07-08,Tencent signs first carbon-removal credit deal outside China,,multi-country or global event; non-additive until adjudicated,neutral,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://www.bloomberg.com/news/articles/2026-07-08/tencent-inks-first-deal-for-carbon-removal-credits-outside-china,,item-link
2026-07-09#03,,unmatched,,daily_news,audit/2026-07-09-facts.json,2026-07-09,2026-07-08,Investment into GHG-capture technologies fell 49% year-on-year in H1 2026,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/,,item-link
2026-07-09#04,,unmatched,,daily_news,audit/2026-07-09-facts.json,2026-07-09,2026-07-08,Wood Mackenzie: CCUS capacity keeps growing despite project delays and policy challenges,,multi-country or global event; non-additive until adjudicated,negative,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,https://www.woodmac.com/blogs/energy-pulse/carbon-capture-continues-to-grow-despite-challenges/,,item-link
2026-07-09#05,,unmatched,,daily_news,audit/2026-07-09-facts.json,2026-07-09,2026-07-08,Australian opinion: CCS is helping fossil-fuel companies dump risk onto the public,Australia,single event geography; entity not mapped,negative,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://thepoint.com.au/opinions/260708-carbon-capture-and-storage-is-helping-fossil-fuel-companies-dump-risk-onto-the-public,,item-link
2026-07-09#06,,unmatched,,daily_news,audit/2026-07-09-facts.json,2026-07-09,2026-07-08,Fraser Institute study questions reliance on CCUS as a core climate policy,Canada,single event geography; entity not mapped,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.fraserinstitute.org/studies/challenges-scaling-up-carbon-capture-utilization-and-storage-technologies,,item-link
2026-07-10#01,,unmatched,,daily_news,audit/2026-07-10-facts.json,2026-07-10,2026-07-10,UK offshore CO2 transport & storage decommissioning-funding regime takes effect,United Kingdom,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.energyvoice.com/all-news/600090/ccus-decommissioning-regulations-uk/,,item-link
2026-07-10#02,,unmatched,,daily_news,audit/2026-07-10-facts.json,2026-07-10,2026-07-08,Qatar-based voluntary standard integrates an industry-led CCS crediting framework,Qatar,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/529552/,,item-link
2026-07-10#03,,unmatched,,daily_news,audit/2026-07-10-facts.json,2026-07-10,2026-07-08,US opinion: CCS lacks a regulatory framework and lets corporations profit,United States,single event geography; entity not mapped,negative,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://prismreports.org/2026/07/08/ccs-carbon-dioxide-ocean/,,item-link
2026-07-13#01,,unmatched,,daily_news,audit/2026-07-13-facts.json,2026-07-13,2026-07-10,INPEX spuds Japan's first offshore CO₂-storage appraisal well off Chiba,Japan,single event geography; entity not mapped,positive,,corporate/project milestone,1.3,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/carbon-capture/inpex-starts-drilling-first-carbon-capture-appraisal-well-offshore-japan/2-1-2014545,,item-link
2026-07-13#02,,unmatched,,daily_news,audit/2026-07-13-facts.json,2026-07-13,2026-07-10,Fugro wins Saipem survey contract for UK's first offshore CO₂ pipeline (Northern Endurance),United Kingdom,single event geography; entity not mapped,neutral,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://www.offshore-energy.biz/fugro-to-assist-saipem-with-pipeline-work-at-uks-first-offshore-ccs-project/,,item-link
2026-07-13#03,,unmatched,,daily_news,audit/2026-07-13-facts.json,2026-07-13,2026-07-10,Shanghai body to launch China's first CO₂-removal standard,China,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.qcintel.com/carbon/article/shanghai-outfit-to-launch-china-s-first-co2-removal-standard-68613.html,,item-link
2026-07-13#04,,unmatched,,daily_news,audit/2026-07-13-facts.json,2026-07-13,2026-07-10,Gasunie-commissioned PwC study finds CCS the cheapest route to decarbonise Dutch industry,Netherlands,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.gasunie.nl/en/news/pwc-study-cost-effective-decarbonisation-of-industry-mainly-through-ccs-hydrogen-and-hybrid-solutions,,item-link
2026-07-13#05,,unmatched,,daily_news,audit/2026-07-13-facts.json,2026-07-13,2026-07-10,IEEFA warns offshore CCS ambitions vastly outpace capability,,multi-country or global event; non-additive until adjudicated,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://greentechlead.com/climate/offshore-carbon-capture-faces-massive-scale-up-challenge-as-global-ccs-ambitions-outpace-reality-ieefa-54155,,item-link
2026-07-13#06,,unmatched,,daily_news,audit/2026-07-13-facts.json,2026-07-13,2026-07-10,"Australian trade press asks ""Is CCS just smoke and mirrors?""",Australia,single event geography; entity not mapped,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.energynewsbulletin.net/energy-transition/news-analysis/4533947/ccs-smoke-mirrors,,item-link
2026-07-14#01,ca-pathways,matched,curated alias,daily_news,audit/2026-07-14-facts.json,2026-07-14,2026-07-13,"Alberta, Ottawa and oil-sands producers sign MOU to advance the Pathways CCS project — capture target cut to ~16 Mtpa",Canada,canonical physical project location,neutral,,corporate/project milestone,16,no — evidence only; canonical capacity register controls totals,https://www.reuters.com/business/energy/canadas-oil-sands-alliance-reaches-agreement-advance-pathways-carbon-capture-2026-07-13/,,item-link
2026-07-14#02,,unmatched,,daily_news,audit/2026-07-14-facts.json,2026-07-14,2026-07-13,JAPEX establishes Tomakomai CCS Co. to run Japan's first specified-area offshore storage project,Japan,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.japex.co.jp/en/news/detail/20260713_01/,,item-link
2026-07-14#03,,unmatched,,daily_news,audit/2026-07-14-facts.json,2026-07-14,2026-07-12,PETRONAS details a downhole CO2-logging assessment supporting its CCS agenda (TC19),Malaysia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.petronas.com/innovation-petronas/media/media-releases/downhole-co2-logging-assessment-supporting-petronas-ccs-agenda-tc19,,item-link
2026-07-14#04,,unmatched,,daily_news,audit/2026-07-14-facts.json,2026-07-14,2026-07-13,Global Carbon Council and CCS+ Initiative sign MoU on high-integrity CCS/CDR methodologies,Qatar,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/gcc-and-ccs-initiative-to-advance-high-integrity-carbon-capture-removal/,,item-link
2026-07-14#05,,unmatched,,daily_news,audit/2026-07-14-facts.json,2026-07-14,2026-07-10,Verra opens consultation on a major revision to its CO2-in-concrete methodology (VM0043 v2.0),,multi-country or global event; non-additive until adjudicated,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://verra.org/consultation-revision-to-concrete-production-methodology-vm0043/,,item-link
2026-07-15#01,,unmatched,,daily_news,audit/2026-07-15-facts.json,2026-07-15,2026-07-14,Pertamina Geothermal Energy and ITB study CCS deployment at a geothermal field,Indonesia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.petromindo.com/news/article/pgeo-itb-study-ccs-deployment-at-geothermal-field,,item-link
2026-07-15#02,,unmatched,,daily_news,audit/2026-07-15-facts.json,2026-07-15,2026-07-14,UK's Airhive acquires Dutch rival Carbyon to build a larger European DAC company,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.bloomberg.com/news/articles/2026-07-14/london-startup-acquires-dutch-competitor-in-carbon-capture-deal,,item-link
2026-07-15#03,,unmatched,,daily_news,audit/2026-07-15-facts.json,2026-07-15,2026-07-14,Microsoft's emissions jump 25% on AI buildout as it reaffirms carbon-removal commitment,United States,single event geography; entity not mapped,neutral,,commercial deadline,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/530401/,,item-link
2026-07-16#01,,unmatched,,daily_news,audit/2026-07-16-facts.json,2026-07-16,2026-07-15,UK commits £65.5m development-fund subsidy to Viking CCS transport & storage cluster,United Kingdom,single event geography; entity not mapped,negative,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,https://www.gasworld.com/story/viking-ccs-project-receives-development-funding/2254425.article,,item-link
2026-07-16#02,,unmatched,,daily_news,audit/2026-07-16-facts.json,2026-07-16,2026-07-15,PwC study for Gasunie finds CCS and low-carbon hydrogen the most cost-effective route to decarbonise Dutch industry,Netherlands,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.gasunie.nl/en/news/pwc-study-cost-effective-decarbonisation-of-industry-mainly-through-ccs-hydrogen-and-hybrid-solutions,,item-link
2026-07-16#03,,unmatched,,daily_news,audit/2026-07-16-facts.json,2026-07-16,2026-07-14,Hyundai and KNOC team up on cross-border CCS to store Korean CO2 in Southeast Asia,South Korea,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/hyundai-and-knoc-team-up-on-cross-border-carbon-capture-storage/,,item-link
2026-07-17#01,,unmatched,,daily_news,audit/2026-07-17-facts.json,2026-07-17,2026-07-16,Orcadian advances Earlham & Orwell gas-to-wire concept with integrated carbon capture and reinjection,United Kingdom,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.investegate.co.uk/announcement/rns/orcadian-energy--orca/earlham-orwell-gas-development-concept-/9671317,,item-link
2026-07-17#02,,unmatched,,daily_news,audit/2026-07-17-facts.json,2026-07-17,2026-07-16,Industry groups urge Baltic states to clear the Helsinki Convention barrier to offshore CO2 storage,European Union,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.qcintel.com/carbon/article/industry-groups-urge-action-to-enable-baltic-offshore-co2-storage-68906.html,,item-link
2026-07-17#03,,unmatched,,daily_news,audit/2026-07-17-facts.json,2026-07-17,2026-07-16,Building materials made from sewage sludge shown to lock away CO2 for centuries,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/innovative-building-materials-from-sewage-sludge-lock-away-co2-for-centuries/,,item-link
