source_project_id,project_name,country,mapping_status,canonical_project_id,candidate_project_ids,review_note
iea-2026-1156,Climeworks Enova DAC+S plant,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1160,Lebec Net Zero Cement Plant project (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1162,SECURE,United States,unmatched-review,,,No exact curated identity match
iea-2026-1166,Rana ferrosilicon smelter capture,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1167,Rana ferroglobe,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1169,Sindal Biogas Hjørring Municipality,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1170,ExxonMobil Petrobras CCUS hub MoU (ES) (phase 2/extension of Santos basin EOR?),Brazil,unmatched-review,,,No exact curated identity match
iea-2026-1172,Climeworks Mammoth Project phase 2,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-1173,Shell Netherlands Pernis Refineries CCS,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1176,Transport facility Nucor Direct Reduced Iron (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1179,CO2 Highway Europe (Zeebrugge offshore CO2 pipeline),France-Belgium-Norway,unmatched-review,,,No exact curated identity match
iea-2026-1182,Kemi mill Rauma,Finland,unmatched-review,,,No exact curated identity match
iea-2026-1184,"Strathcona / Serafina CCS (ALB, SK)",Canada,unmatched-review,,,No exact curated identity match
iea-2026-1185,Methanex Medicine Hat plant (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1186,Mustasaari waste-to-energy plant,Finland,unmatched-review,,,No exact curated identity match
iea-2026-1188,Middle Arm CO2 import terminal (NT),Australia,unmatched-review,,,No exact curated identity match
iea-2026-1190,Blue Horizon,Oman,unmatched-review,,,No exact curated identity match
iea-2026-1191,Grandpuits DAC hub,France,unmatched-review,,,No exact curated identity match
iea-2026-1192,Yulin geological storage research facility and CCUS demonstration project (Shaanxi),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1194,K-Line Sumitomo Japan-US study,Japan-United States,unmatched-review,,,No exact curated identity match
iea-2026-1195,JSW Steel's Vijayanagar site,India,unmatched-review,,,No exact curated identity match
iea-2026-1198,GE Vernova FEED studies,Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-1199,Carbon Iceland Nordural plant,Iceland,unmatched-review,,,No exact curated identity match
iea-2026-1201,Eramet Manganese Porsgrunn phase 2,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1203,TarraCO2,Spain,unmatched-review,,,No exact curated identity match
iea-2026-1204,CarboClearTech (Martres-Tolosane cement plant),France,unmatched-review,,,No exact curated identity match
iea-2026-1205,Marcegaglia AdriatiCO2,Italy,unmatched-review,,,No exact curated identity match
iea-2026-1206,Alto ingredient Pekin campus plant (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-1207,Ammonia Houston Ship Channel (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1208,Carbon Dioxide Full Oxygen Combustion Enrichment and Purification Demonstration Project Qingzhou (Shandong),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1209,CNPC 3 million tons Songliao basin demonstration (Heilongjiang),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1210,Capsol feasibility study cement Germany,Germany,unmatched-review,,,No exact curated identity match
iea-2026-1211,Malarenergi waste to energy Vasteras,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1214,GeoDura Carbon Storage Hub (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1215,St. Mary Parish Carbon Storage Hub (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1216,Whites Bayou (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1217,Port Arthur LNG - Titan Carbon sequestration project (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1218,Rose carbon capture and storage (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1219,Florida DAC hub (FL),United States,unmatched-review,,,No exact curated identity match
iea-2026-1220,Colorado (Pueblo) DAC hub (CO),United States,unmatched-review,,,No exact curated identity match
iea-2026-1221,Redbud CCS hub (Tri-state CCS hub) (WV),United States,unmatched-review,,,No exact curated identity match
iea-2026-1222,Buckeye CCS hub (Tri-state CCS hub) (OH),United States,unmatched-review,,,No exact curated identity match
iea-2026-1223,Beaumont sequestration project (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1224,Brown (MI),United States,unmatched-review,,,No exact curated identity match
iea-2026-1225,Windsor FRE ethanol plant - front range 1-1 (CO),United States,unmatched-review,,,No exact curated identity match
iea-2026-1226,Texas Gulf Coast CCS Refugio (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1227,Vault Aster storage (IN),United States,unmatched-review,,,No exact curated identity match
iea-2026-1228,Valero Linden plant (IA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1229,Carbon TerraVault 6 (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1230,Mountaineer sequestration (WV),United States,unmatched-review,,,No exact curated identity match
iea-2026-1231,High plains carbon storage (NE),United States,unmatched-review,,,No exact curated identity match
iea-2026-1232,Block energy CCS project,Georgia,unmatched-review,,,No exact curated identity match
iea-2026-1233,Sullom voe terminal and Shetland basin hub (SVT) - Thistle injection phase 1,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1234,Shetland Offshore power generation,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1235,Donaldsville CO2 storage (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1236,Maurepas WMA sequestration project (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1237,Orchard One (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-1238,Casper Carbon Storage Hub (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-1240,Aramco gas plants (3 facilities),Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-1241,San Patricio-Aransas-Nueces CO2 Infrastructure Project (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1242,Petronas Kuantan hub,Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-1243,Petronas Kerteh hub,Malaysia,unmatched-review,,,No exact curated identity match
iea-2026-1245,BEA Alizay,France,unmatched-review,,,No exact curated identity match
iea-2026-1246,Papetier Sylvamo Saillat sur Vienne,France,unmatched-review,,,No exact curated identity match
iea-2026-1247,ReSTart Usine RYAM Tartas,France,unmatched-review,,,No exact curated identity match
iea-2026-1248,Rayonier carbon storage agreement (AL),United States,unmatched-review,,,No exact curated identity match
iea-2026-1249,Carbon TerraVault 1 (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1250,Project Concho (TX) phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-1251,Project Concho (TX) phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1252,Ankeron Carbon Management Hub (WA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1253,Grizzly DAC plant,United States,unmatched-review,,,No exact curated identity match
iea-2026-1255,Net-zero 1 (SD),United States,unmatched-review,,,No exact curated identity match
iea-2026-1257,Bayou Bend West onshore (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1258,ARCaDe Antwerp Refinery,Belgium,unmatched-review,,,No exact curated identity match
iea-2026-1259,ZETA,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1260,Bluebell (Roanoke Cement Company CCS),United States,unmatched-review,,,No exact curated identity match
iea-2026-1261,Mississippi Lime Company (MLC) CCS,United States,unmatched-review,,,No exact curated identity match
iea-2026-1262,Cypress DAC Hub (LA) - Northwest Heirloom Facility Phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-1264,Sisak biorefinery project,Croatia,unmatched-review,,,No exact curated identity match
iea-2026-1265,AirvaultGoCO2 cement plant,France,unmatched-review,,,No exact curated identity match
iea-2026-1267,Carbon Connect Delta,Netherlands-Belgium,unmatched-review,,,No exact curated identity match
iea-2026-1269,Iroko carbon storage,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1270,Kinno carbon storage (EXL010),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1271,Albondigas carbon storage (EXL008),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1272,Atlas carbon storage,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1277,SOMZERO CO2,Spain,unmatched-review,,,No exact curated identity match
iea-2026-1278,Baltic Sea Storage,Poland,unmatched-review,,,No exact curated identity match
iea-2026-1279,NSW CO2 SAP,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1280,Otway CCS Hub,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1281,Cygnus CCS Hub phase 1,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1282,Cygnus CCS Hub phase 2,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1283,Incapture G-15-AP,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1284,Chevron G-20-AP,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1285,Chevron G-18-AP,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1288,Fjernvarme Fyn,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1291,Fjord-Projekt CIP (Carbon Captured from Nordværk Incineration Plant),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1298,Jinjiang Chemical CCUS Project (Xinjiang),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1299,Xinjiang Dunhua Wucaiwan Industrial Park CO2 Capture Project (Xinjiang),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1305,A2X's CCS Esbjerg (Carbon captured from Energnist Incineration Plant in Esbjerg),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1306,European Energy/Brønderslev PtX (Biogas or waste incineration plants in Northern Jutland),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1307,Bantam DAC (OK),United States,unmatched-review,,,No exact curated identity match
iea-2026-1308,Campo Viejo Gas Processing Plant,United States,unmatched-review,,,No exact curated identity match
iea-2026-1309,Xinjiang Guoneng Chemical Co CCU Phase 1 (Xinjiang),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1310,"Xinjiang Guoneng Chemical Co., Ltd CCU Phase 2 (Xinjiang)",People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1311,Piñon’s Dark Horse Treating Facility and storage,United States,unmatched-review,,,No exact curated identity match
iea-2026-1312,New Generation Gas Gathering (NG3),United States,unmatched-review,,,No exact curated identity match
iea-2026-1313,Shaanxi Coal Group Yulin Chemical CCUS Phase 1 (Shaanxi),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1314,Shaanxi Coal Group Yulin Chemical CCUS Phase 2 (Shaanxi),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1315,Shaanxi Coal Group Yulin Chemical CCUS Phase 3 (Shaanxi),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1317,Waste to hydrogen Boson Energy (H2-BEAM),Spain,unmatched-review,,,No exact curated identity match
iea-2026-1320,Waste to hydrogen Boson Energy (BEH2X DE),Germany,unmatched-review,,,No exact curated identity match
iea-2026-1324,Waste to hydrogen Boson Energy (BEH2X LUX),Luxembourg,unmatched-review,,,No exact curated identity match
iea-2026-1325,Yeosu Myodo Island Blue Hydrogen Plant,South Korea,unmatched-review,,,No exact curated identity match
iea-2026-1326,SK Ulsan Complex,South Korea,unmatched-review,,,No exact curated identity match
iea-2026-1327,Onyx plant - Port of Rotterdam,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1328,Koping - Waste-to-Hydrogen,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1329,"Mitsubishi - Pupuk Indonesia, Blue NH3 Sumatra-Java",Indonesia,unmatched-review,,,No exact curated identity match
iea-2026-1330,H2M Eemshaven,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1331,Eneos project (MVCE Gulf Coast),United States,unmatched-review,,,No exact curated identity match
iea-2026-1332,Ashdown Pulp Mill CCS,United States,unmatched-review,,,No exact curated identity match
iea-2026-1334,Pelican-Gulf Coast Origen DAC project (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1335,Connah's Quay Low Carbon (CQLCP) Power Phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1336,Pelican-Gulf Coast DAC Project (LA) phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-1337,Origen DAC Demonstration (EERC) (ND),United States,unmatched-review,,,No exact curated identity match
iea-2026-1338,CALDAC San Joaquin (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1339,Olea Phase 1,Greece,unmatched-review,,,No exact curated identity match
iea-2026-1340,Olea Phase 2,Greece,unmatched-review,,,No exact curated identity match
iea-2026-1341,Olea Phase 3,Greece,unmatched-review,,,No exact curated identity match
iea-2026-1342,Oak CCS (RepAir Carbon- C-Questra) Phase 1,France,unmatched-review,,,No exact curated identity match
iea-2026-1343,Oak CCS (RepAir Carbon- C-Questra) Phase 2,France,unmatched-review,,,No exact curated identity match
iea-2026-1344,Acacia (RepAir- Cella Partnership Project) Phase 1,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1345,Acacia (RepAir- Cella Partnership Project) Phase 2,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1346,Acacia (RepAir- Cella Partnership Project) Phase 3,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1348,Killingholme Low Carbon Power project,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1349,Kaupang carbon storage (EXL012),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1350,Forsete carbon storage (EXL013),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1352,Linde H2 Plant Jubail,Saudi Arabia,unmatched-review,,,No exact curated identity match
iea-2026-1353,Cypress DAC Hub Heirloom Facility (LA) Phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1354,Cypress DAC Hub Heirloom Facility (LA) Phase 3,United States,unmatched-review,,,No exact curated identity match
iea-2026-1357,GLOBE ( Lhoist Marche-les-Dames CCS),Belgium,unmatched-review,,,No exact curated identity match
iea-2026-1359,Catch4Climate Mergelstetten,Germany,unmatched-review,,,No exact curated identity match
iea-2026-1360,Lynemouth Power Station (BECCS),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1361,NL CCS Direct Injection Phase 2,Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1363,Yanan Energy Chemical (Shaanxi),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1366,Idemitsu Biomass Waste to Hydrogen,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1367,Ascension Clean Energy (ACE) complex (LA) Phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1369,Project Jacaranda Phase 1,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1370,Project Jacaranda Phase 2,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1371,Project Jacaranda Phase 3,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1372,Project Jacaranda Phase 4,Kenya,unmatched-review,,,No exact curated identity match
iea-2026-1376,Worsley Alumina CCS,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1378,CopenCapture (CopenHill Wate to Energy Plant),Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1379,EDF Renewables DAC Park (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1383,Project Labrador (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1384,Barnett Zero CCS (TX) (Bridgeport plant),United States,unmatched-review,,,No exact curated identity match
iea-2026-1388,Hydrogen Canada Clean Hydrogen and Ammonia Production Facility,Canada,unmatched-review,,,No exact curated identity match
iea-2026-1389,Hydrogen Naturally Co-located Hydrogen Hub,Canada,unmatched-review,,,No exact curated identity match
iea-2026-1391,KEZO Carbon Capture Plant,Switzerland,unmatched-review,,,No exact curated identity match
iea-2026-1397,Havstjerne CO2 Storage (FSIU),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1403,Grenaa Port phase 1,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1404,Grenaa Port phase 2,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1405,Project Cypress Southwest (LA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1406,Greenview Industrial Gateway blue ammonia and methanol (ALB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1407,Iillinois basin Regional DAC hub (IL),United States,unmatched-review,,,No exact curated identity match
iea-2026-1408,Aker Carbon Capture refinery (unknown facility),United States,unmatched-review,,,No exact curated identity match
iea-2026-1409,Antwerp CO2 Pipeline Network,Belgium,unmatched-review,,,No exact curated identity match
iea-2026-1410,Madrid Ethanol plant (NE),United States,unmatched-review,,,No exact curated identity match
iea-2026-1414,Enping 15-1 offshore CCS (Hong Kong) (well extension),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1415,Xinjiang Jinlong Shenwu Thermal Power Plant (Xinjiang),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1416,CPNC coal power Baijiantan Karamay (Xinjiang) Phase 2,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1418,1PointFive and Entreprise BlueBonnet transport network (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1419,NorthStarH2 Lugnvik plant,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1420,Kleberg Sequestration Hub (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1423,Moringa Phase 1,Oman-United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-1424,Moringa Phase 2,Oman-United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-1425,Granger Carbon terminal (WY) (Project Sprint Carbon-by-Rail BECCS),United States,unmatched-review,,,No exact curated identity match
iea-2026-1426,Bonanza BioEnergy CCUS Dedicated storage (KS),United States,unmatched-review,,,No exact curated identity match
iea-2026-1427,Ichthys LNG (Darwin),Australia,unmatched-review,,,No exact curated identity match
iea-2026-1431,Tamarack (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1432,Port of Nagoya (Aichi Prefecture) to Australia,Australia-Japan,unmatched-review,,,No exact curated identity match
iea-2026-1435,"5,000 TA CO2 (Salvador de Bahia)",Brazil,unmatched-review,,,No exact curated identity match
iea-2026-1439,"5,000 TA CO2 (Australia) phase 1",Australia,unmatched-review,,,No exact curated identity match
iea-2026-1440,Alaska DAC Hub (AK),United States,unmatched-review,,,No exact curated identity match
iea-2026-1445,CPT 01 cement Campulung,Romania,unmatched-review,,,No exact curated identity match
iea-2026-1446,APOLLOCO2-LT Revithoussa Island,Greece,unmatched-review,,,No exact curated identity match
iea-2026-1450,Sandpiper Chemical Blue Methanol plant (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1452,Trinity Campus (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1453,Trinity Campus (TX),United States,unmatched-review,,,No exact curated identity match
iea-2026-1456,Capsol US utility for gas power,United States,unmatched-review,,,No exact curated identity match
iea-2026-1457,Rexus Wood Waste-to-Energy Plant (Lion),Singapore,unmatched-review,,,No exact curated identity match
iea-2026-1458,Granger Carbon terminal (WY),United States,unmatched-review,,,No exact curated identity match
iea-2026-1459,ECCO2-LH (Lighthouse) LafargeHolcim Carboneras cement factory phase 2,Spain,unmatched-review,,,No exact curated identity match
iea-2026-1460,Deuna cement plant (Thuringia),Germany,unmatched-review,,,No exact curated identity match
iea-2026-1461,VAIA project Montalieu-Vercieu site,France,unmatched-review,,,No exact curated identity match
iea-2026-1462,Beli Net Zero (Beli Izvor plant),Bulgaria,unmatched-review,,,No exact curated identity match
iea-2026-1463,Mosusol netCO2,Spain,unmatched-review,,,No exact curated identity match
iea-2026-1464,Arckaringa,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1466,Moonstone (CA) phase 1,United States,unmatched-review,,,No exact curated identity match
iea-2026-1467,Moonstone (CA) phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1468,Meadowbrook Carbon Storage Hub (MCSH) (ALB) phase 1,Canada,unmatched-review,,,No exact curated identity match
iea-2026-1470,Meadowbrook Carbon Storage Hub (MCSH) (ALB) phase 2,Canada,unmatched-review,,,No exact curated identity match
iea-2026-1471,CarbonBridge,Germany,unmatched-review,,,No exact curated identity match
iea-2026-1472,Huaneng Shanghai Shidongkou Second Power Plant (Shanghai）,People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1473,China Resources Tangshan Caofeidian Power (Hebei),People's Republic of China,unmatched-review,,,No exact curated identity match
iea-2026-1474,CarbonConnect,Belgium-United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1475,ECO2FLY (Villaluenga),Spain,unmatched-review,,,No exact curated identity match
iea-2026-1476,CO2necta (Sagunto),Spain,unmatched-review,,,No exact curated identity match
iea-2026-1477,Belgian CO2 Pipeline Network (CO2 backbone for Belgium),Belgium,unmatched-review,,,No exact curated identity match
iea-2026-1478,CO2nscious (Carboneras),Spain,unmatched-review,,,No exact curated identity match
iea-2026-1479,"JetsUp (Jesup, GA)",United States,unmatched-review,,,No exact curated identity match
iea-2026-1480,NorDAC Kollsnes (Øygarden),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1481,Pelican-Gulf Coast DAC Project (LA) phase 2,United States,unmatched-review,,,No exact curated identity match
iea-2026-1482,Pelican-Gulf Coast DAC Project (LA) phase 3,United States,unmatched-review,,,No exact curated identity match
iea-2026-1483,SeaSeaS (Port of Amsterdam),Netherlands,unmatched-review,,,No exact curated identity match
iea-2026-1485,Norske Skog Skogn (Levanger),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1487,Treklyngen Bioforbrenning (Hønefoss),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1488,Fritos carbon storage (EXL014),Norway,unmatched-review,,,No exact curated identity match
iea-2026-1490,RWE CCGT Great Yarmouth (Norfolk),United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1492,Project Norway phase 2,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1493,Project Norway phase 3,Norway,unmatched-review,,,No exact curated identity match
iea-2026-1496,Partanna carbon-negative cement facility (Abu Dhabi),United Arab Emirates,unmatched-review,,,No exact curated identity match
iea-2026-1498,CCS Italy - CO2 Transport Network,Italy,unmatched-review,,,No exact curated identity match
iea-2026-1499,Renova CCS (Gothenburg),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1500,Hedensbyn CCS (Västerbotten),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1501,CNetSS,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1502,Cstore 2,Australia,unmatched-review,,,No exact curated identity match
iea-2026-1503,CO2 Storage Kalundborg,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1504,Projekt Greenstore,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1505,AffaldPlus Affaldsenergi,Denmark,unmatched-review,,,No exact curated identity match
iea-2026-1506,Basel-Zurich corridor,Switzerland,unmatched-review,,,No exact curated identity match
iea-2026-1507,Highway58 (Baltic Sea CO2 backbone),Sweden-Finland,unmatched-review,,,No exact curated identity match
iea-2026-1508,VAPCO Vung Ang II coal-fired power plant (Ha Tinh Province),Vietnam,unmatched-review,,,No exact curated identity match
iea-2026-1509,Inter terminals Sweden,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1510,Sullom voe terminal and Shetland basin hub (SVT) - Magnus phase 2,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1511,Sullom voe terminal and Shetland basin hub (SVT) - Regional Expansion phase 3,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1513,E.ON's DH Norrköping plant (Malmö),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1514,Bio-CCS Malmö (Malmö Energihamn),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1515,Malmö CO2 Hub,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1516,E.ON's DH Örebro plant (Malmö),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1517,SkyZero (Spillepengen),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1518,Johannes CHP plant (Gävleborg),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1519,Bio-CCS Kristinehed and Oceanen (Halmstad),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1520,Bio-CCS Jönköping DH plant (Torsvik),Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1521,BECCS Skövde Energi,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1523,CCS Bodens Energi,Sweden,unmatched-review,,,No exact curated identity match
iea-2026-1525,Fieni-Botești,Romania,unmatched-review,,,No exact curated identity match
iea-2026-1526,Deep Sky Thetford Mines (QC),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1527,Deep Sky Bécancour (QC),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1528,Deep Sky Manitoba (MB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1529,Golianovo CO₂ Storage Site,Slovakia,unmatched-review,,,No exact curated identity match
iea-2026-1530,Genesis Belle Plaine CCS (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1531,Innisfail Waste to Energy Project (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1533,NG power plant with CCS in Southeast US,United States,unmatched-review,,,No exact curated identity match
iea-2026-1534,McMahon Energy Complex (BC),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1536,NorthStar CCS (SK),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1537,Oceania CCS - Nippon steel plant,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1538,Oceania CCS - Mitsubishi chemical plant,Japan,unmatched-review,,,No exact curated identity match
iea-2026-1539,La Paloma CPX facility (CA),United States,unmatched-review,,,No exact curated identity match
iea-2026-1540,North Tees Hydrogen CO2 capture,United Kingdom,unmatched-review,,,No exact curated identity match
iea-2026-1541,Tourmaline Banshee facility (AB),Canada,unmatched-review,,,No exact curated identity match
iea-2026-1542,Big River (IL),United States,unmatched-review,,,No exact curated identity match
